new2kid,urban_ha,farm_ha,wood_ha,sng_ha,water_ha
"156121",6.37499981094152,261.875,58.5625,63.875,9.3125
"156122",11.6875000298023,264.8125,60.4375,63.0625,0
"156123",4.56250002607703,307.9375,56.5625,30.9375,0
"156124",0.937500037252903,352.25,24.75,22.0625,0
"156125",8.18750008475035,188.875,186,16.9375,0
"156126",8.31249970942736,202.6875,153.5,35.5,0
"156127",3.62500014016405,322.75,18.25,55.375,0
"156128",1.93750001490116,353.375,24.3125,20.375,0
"156129",15.6874997541308,266,28.9375,89.375,0
"156130",151.74999833107,133.5625,29.6875,59.125,25.875
"156131",111.999998986721,150.125,42.5625,95.3125,0
"156132",75.4999995231628,181.875,48.875,86.4375,7.3125
"156133",32.3749996721745,249.4375,78.5,39.6875,0
"156134",4.56249993294477,368.8125,5.8125,20.8125,0
"156135",18.1249995715916,333.0625,9.8125,39,0
"156136",13.9375001192093,362,3.75,20.3125,0
"156137",7.50000001862645,325.6875,47.5,19.3125,0
"156138",20.4374995082617,259.8125,78.3125,41.4375,0
"156139",27.8749994933605,308.25,38.3125,25.5625,0
"156140",196.250001713634,124.75,28.0625,50.9375,0
"156141",258.055266737938,33.2572,37.25,71.4375,0
"156142",22.1874991431832,273.5,51.75,52.5625,0
"156143",12.6249996945262,257.0625,79.8125,50.5,0
"156144",4.68750017462298,326.9375,41.375,27,0
"156145",0,341.875,17.75,40.375,0
"156146",15.4375002719462,291.0625,50.6875,42.8125,0
"156147",2.12499997578561,331,42.875,24,0
"156148",6.81250020861626,308.6875,61.25,23.25,0
"156149",21.875000174623,313.0625,44,21.0625,0
"156150",10.3125000139698,287.875,19.75,82.0625,0
"156151",2.00000001350418,299.0625,54.6875,44.25,0
"156152",39.1874985769391,287.9375,22.4375,50.4375,0
"156153",21.1874995962717,222.5,25.3125,131,0
"156154",27.0000006072223,250.25,9.4375,113.3125,0
"156155",26.0000001639128,301.9375,20.3125,51.75,0
"156156",5.06250001490116,335.125,11.3125,48.5,0
"156157",5.18750008195639,383.5625,0,11.25,0
"156158",26.8125005066395,317.125,33.625,22.4375,0
"156159",29.3124996125698,318.8125,35.0625,16.8125,0
"156160",14.8124996572733,312.75,18,54.4375,0
"156161",21.6250003315508,285.5,29.8125,63.0625,0
"156162",33.500000834465,309.1875,1.125,56.1875,0
"156163",3.125,316.9375,9.1875,70.75,0
"156164",13.0000000819564,302.875,5.375,78.75,0
"156165",0.249999994412065,274.625,46.5,64.8125,13.8125
"156166",2.12499983608723,204.25,139,54.625,0
"156167",1.49999996647239,337.6875,15.875,44.9375,0
"156168",48.9999994635582,310.25,4.3125,36.4375,0
"156169",86.3124996423721,256.0625,0,57.625,0
"156170",30.62499971129,231.5625,4,133.8125,0
"156171",23.0000008363277,327.3125,3.25,46.4375,0
"156172",8.3125002682209,374.5625,4.75,12.375,0
"156173",15.1249999180436,357.75,5.0625,22.0625,0
"156174",17.0624997466803,352.625,2.875,25.5,1.9375
"156175",195.312501490116,125.1875,15.625,62.4375,1.4375
"156176",360.000002384186,0,6.46012931034483,27.6023706896552,5.9375
"156177",364.062494039536,0,8.59248788368336,27.3450121163166,0
"156178",190.312497317791,109.625,41.4375,34.8125,23.8125
"156179",25.9375005960464,333,4.5625,33.5625,2.9375
"156180",59.8749995231628,279.75,1.625,25.8125,32.9375
"156181",39.0625001862645,288.3125,5.3125,27.0625,40.25
"156182",41.2500008940697,283.3125,9.875,52.1875,13.375
"156183",13.9374998398125,307.125,4.3125,52.875,21.75
"156184",11.6249999031425,311.1875,0,66,11.1875
"156185",64.3749989569187,260.5,0,51.3125,23.8125
"156186",47.5000001490116,321.125,0,18.3125,13.0625
"156187",43.4374999254942,341.75,0,12.6875,2.125
"156188",17.9375000298023,325.25,0,39,17.8125
"156189",114.499998092651,248.3125,2.3125,32.1875,2.6875
"156190",28.2500000670552,358.5625,0.5625,12.625,0
"156191",129.187497496605,244,2.1875,24.625,0
"156192",9.87500008195639,333.5625,9.375,35.625,11.5625
"156193",63.8749986886978,200.5,28.9375,100.5625,6.125
"156194",205.749994516373,126.75,14.9375,48.125,4.4375
"156195",359.875005483627,0,12.0173319327731,20.8576680672269,7.25
"156196",32.8750003012829,264.5625,12.3125,90.25,0
"156197",2.7500000782311,353.1875,2.875,41.1875,0
"156198",10.5625001713634,292.5625,19.5625,60.4375,16.875
"156199",20.9375001490116,319.0625,2.875,34.8125,22.3125
"156200",46.6249994933605,266.4375,3,71.125,12.8125
"156201",15.625000372529,353.3125,4.8125,26.25,0
"156202",6.31249994039536,362.375,0.875,30.4375,0
"156203",11.7499999585561,343.375,9.5,35.375,0
"156204",10.937500372529,360.6875,1.1875,27.1875,0
"156205",43.4999991208315,310.8125,7.8125,37.875,0
"156206",34.1874990612268,308.6875,4.6875,52.4375,0
"156207",37.2499998658895,270.75,12.4375,79.5625,0
"156208",16.9999996898696,357.5,6.375,19.125,0
"156209",2.37499994691461,376.6875,1.125,19.8125,0
"156210",39.7499993443489,283.75,25.875,47.625,3
"156211",51.1874999850988,238.625,6,30.9375,73.25
"156212",73.4999999403954,313.6875,4.1875,8.625,0
"156213",16.9375000055879,367.3125,0,15.75,0
"156214",23.7500002607703,241.9375,10.4375,123.875,0
"156215",14.4375002011657,266.375,24.75,94.4375,0
"156216",5.3124999627471,254,6.625,134.0625,0
"156217",10.1249999366701,279.5625,20.625,89.6875,0
"156218",34.8124994896352,281.0625,9.75,74.375,0
"156219",61.3749994430691,244.625,17.125,76.875,0
"156220",9.37500004656613,245.6875,60,84.9375,0
"156221",7.37499967217445,299.1875,29.1875,64.25,0
"156222",21.4375000447035,315,5.375,58.1875,0
"156223",73.4375,251.125,8.3125,66.375,0.75
"156224",86.1874986439943,247.9375,48.25,17.625,0
"156225",0.937500037252903,331.875,43.25,23.9375,0
"156226",12.3124999925494,281.4375,58.625,47.625,0
"156227",21.000000089407,300.1875,45.3125,33.5,0
"156228",7.37499985843897,279.3125,45.75,67.5625,0
"156229",9.1874998062849,295.25,36.4375,59.125,0
"156230",8.18749978207052,319.875,45.5,26.4375,0
"156231",37.8749998286366,251.1875,40.25,70.6875,0
"156232",13.4375001303852,278.5,66.875,41.1875,0
"156233",3.93749997019768,371.8125,12.875,11.375,0
"156234",22.5000001490116,338.9375,19.875,18.6875,0
"156235",180.062495230231,164.6875,26.625,28.625,0
"156236",22.1249995054677,316.9375,14.375,46.5625,0
"156237",5.62500009546056,333.5,37.125,23.75,0
"156238",2.81249992549419,345.5,23.6875,28,0
"156239",0,362.3125,6,31.6875,0
"156240",11.8125000968575,310.375,9.25,68.5625,0
"156241",94.2499978467822,253.1875,10.625,41.9375,0
"156242",94.750003516674,218.75,69.3125,17.1875,0
"156243",5.00000002793968,270.5625,85,39.4375,0
"156244",3.87500002980232,337.3125,9.8125,49,0
"156245",17.4374995753169,154.3125,129.3125,98.9375,0
"156246",11.875000060536,79,216.5625,92.5625,0
"156247",3.43749998137355,29.5,261.25,105.8125,0
"156248",5.56250000372529,22.5,206.375,165.5625,0
"156249",6.6250002477318,58.6875,22.125,312.5625,0
"156250",12.6875003799796,113,67.875,205.375,1.0625
"156251",11.6875000298023,182.875,59.4375,146,0
"156252",9.68749994644895,247.3125,87.875,55.125,0
"156253",31.5625004470348,302.5625,32.375,33.5,0
"156254",23.3750002458692,264.9375,33.375,78.3125,0
"156255",5.06250001490116,272.375,84.75,37.8125,0
"156256",11.0000001150183,326.3125,6.3125,56.375,0
"156257",7.93750006705523,260.3125,76.375,10.5,44.875
"156697",0,189.3125,6.125,93.125,111.4375
"156698",38.7500002980232,324.875,1.125,33,2.25
"156699",79.7499999403954,275.0625,1.875,43.1875,0.125
"156700",50.9375005960464,202.4375,3.9375,70.875,71.8125
"156701",17.437500320375,250.625,12.3125,22.875,96.75
"156702",98.3125001192093,211.3125,5.0625,75.3125,10
"156703",15.1875004172325,273.6875,86.25,24.875,0
"156704",8.24999958276749,302.8125,66.875,22.0625,0
"156705",0,257.4375,111.75,30.8125,0
"156706",0.937500037252903,222.375,163.625,13.0625,0
"156707",12.6874999143183,303.125,65.625,18.5625,0
"156708",0,162.9375,162.5,74.5625,0
"156709",19.3749999511056,327.8125,29.6875,23.125,0
"156710",11.6874998435378,254.375,87.5625,46.375,0
"156711",18.9375000074506,274.375,50.8125,55.875,0
"156712",13.2499999366701,207.9375,153.9375,24.875,0
"156713",20.3124998137355,273.125,92.4375,14.125,0
"156714",97.5625026971102,133.5,125.1875,42.25,1.5
"156715",105.850975215435,153.3365,114.875,21.9375,4
"156716",56.250000372529,107.5625,178.4375,57.75,0
"156717",36.8750005029142,101,158.1875,103.9375,0
"156718",94.5000015199184,76.4375,189.8125,39.25,0
"156719",35.1250007748604,201.5,106.9375,56.4375,0
"156720",16.8750002980232,192.625,105.75,84.75,0
"156721",119.312497600913,56.9375,165.25,58.5,0
"156722",258.124995231628,46.625,53.5625,41.6875,0
"156723",117.374997772276,160.1875,68.9375,53.5,0
"156724",160.749993193895,72.375,123.875,41.1875,1.8125
"156725",185.687497258186,0,179.014472833118,33.5480271668823,1.75
"156726",179.687497019768,0,175.032483552632,45.2800164473684,0
"156727",337.812495231628,0,40.2529360800924,7.37206391990758,14.5625
"156728",123.999996483326,100.3125,151.0625,19.3125,5.3125
"156729",171.250005066395,33.5625,81.0625,114.125,0
"156730",295.937502384186,0,56.9375,0,47.125
"156731",275.687500834465,0,118.585610200364,3.7893897996357,1.9375
"156732",308.687496185303,0,82.0148423005566,7.11015769944341,2.1875
"156733",130.874997377396,195.3125,62,11,0.8125
"156734",173.000004515052,148.5,67.9375,10.5625,0
"156735",36.3125003874302,292.9375,69.875,0.875,0
"156736",23.1249999254942,300.75,72.625,0,3.5
"156737",35.3750001639128,302.625,33.25,28.75,0
"156738",27.4375006556511,301.375,42.25,28.9375,0
"156739",14.8125005187467,332.6875,24.6875,27.8125,0
"156740",14.1874996013939,208.125,157.125,20.5625,0
"156741",22.9999992996454,280.6875,55.75,40.5625,0
"156742",64.750000089407,167.5625,101.1875,63.8125,2.6875
"156743",37.9374992102385,185.6875,121.5,54.875,0
"156744",23.1875001103617,260.4375,64.4375,51.9375,0
"156745",52.5625020265579,239.8125,65.5,42.125,0
"156746",56.3125010579824,183.125,140.3125,20.25,0
"156747",33.0000005662441,252.0625,69.25,44.8125,0.875
"156748",29.9375005066395,136,189.5,44.5625,0
"156749",58.3749990910292,230.4375,80.25,30.9375,0
"156750",20.874999766238,245.375,106.25,27.5,0
"156751",11.1249998211861,111.625,249.125,27,1.125
"156752",6.31250012665987,156.5,181.125,55,1.0625
"156753",22.3750000819564,292.1875,54.9375,30.5,0
"156754",17.9999998770654,334.125,5.75,42.125,0
"156755",214.937502145767,180,0,5.0625,0
"156756",360.000002384186,38.5625,0,1.4375,0
"156757",360.000002384186,0,1.54005834829443,32.7724416517056,5.6875
"156758",1.37499999254942,367.1875,0,31.4375,0
"156759",1.43750002607703,345.3125,8.5625,44.6875,0
"156760",23.1875006575137,320.8125,5.875,50.125,0
"156761",8.25000014156103,283.875,70.0625,37.8125,0
"156762",4.31249998509884,260.9375,81.8125,52.9375,0
"156763",2.24999999627471,269.125,19.75,108.875,0
"156764",27.4999997578561,322.125,27.1875,23.1875,0
"156765",0,278.5,89.125,32.375,0
"156766",4.37499992549419,308.25,50.6875,36.6875,0
"156767",134.312501549721,137.75,43,84.9375,0
"156768",110.249999910593,185.6875,32.25,71.8125,0
"156769",104.874999821186,227.875,8.6875,57.3125,1.25
"156770",97.8125005960464,223.8125,22.1875,47.5,8.6875
"156771",5.12500004842877,266.9375,20.5,76.375,31.0625
"156772",0,271.8125,99,29.1875,0
"156773",0.999999977648258,247.5625,112.3125,39.125,0
"156774",4.25000004470348,277.375,108.0625,10.3125,0
"156775",0,280.4375,92.8125,26.75,0
"156776",10.3124998509884,188,147.375,54.3125,0
"156777",2.375000086613,230.9375,98.9375,67.75,0
"156778",14.1249995911494,318.4375,30,37.4375,0
"156779",10.375000082422,351.9375,15.25,22.4375,0
"156780",61.3750003278255,210.625,48.875,57.6875,21.4375
"156781",34.3125000596046,271.4375,25.0625,69.1875,0
"156782",2.62499991804361,273,42.8125,56,25.5625
"156783",23.250000551343,280.6875,27.125,68.8125,0.125
"156784",13.5000000940636,196,87.6875,102.8125,0
"156785",10.7499998062849,272,85.1875,32.0625,0
"156786",0.87500000372529,353.75,24.0625,21.3125,0
"156787",35.6875002384186,317.625,6.875,39.8125,0
"156788",58.9374989853241,230.75,83.3125,22.1875,4.8125
"156789",9.49999988079071,291.1875,54.625,18,26.6875
"156790",114.12499807775,220.875,23.375,41.625,0
"156791",6.24999981373549,249.9375,71,72.8125,0
"156792",3.81249990314245,289.375,70.125,36.6875,0
"156793",8.99999979883432,238.125,109.5,43.375,0
"156794",7.81250009313226,319.3125,28.1875,44.6875,0
"156795",2.62499991804361,250.8125,35.25,111.3125,0
"156796",3.37500013411045,276.0625,40.6875,79.875,0
"156797",19.9999997392297,246.4375,96.5625,37,0
"156798",7.68750021234155,226.3125,106.0625,59.9375,0
"156799",3.25000006705523,220.0625,154.1875,22.5,0
"156800",13.7499998789281,282.3125,60.3125,43.625,0
"156801",12.6249996945262,324.3125,43.625,19.4375,0
"156802",19.5625002495945,287,24.875,68.5625,0
"156803",27.9375002370216,295.5625,6.5,70,0
"156804",11.4375001285225,213.875,20.0625,154.625,0
"156805",24.3749998509884,327.75,2.9375,44.9375,0
"156806",5.49999997019768,366.8125,0,27.6875,0
"156807",45.812499942258,317.875,0,36.3125,0
"156808",11.000000173226,286.75,25.625,76.625,0
"156809",13.5000005364418,353.1875,5.3125,28,0
"156810",23.0000000447035,356.5,0,20.5,0
"156811",22.1249997615814,324.5,16.75,36.625,0
"156812",19.2499996395782,319.5625,0,61.1875,0
"156813",25.6250007078052,312.8125,26.75,34.8125,0
"156814",17.9374999948777,276.625,3.5625,101.875,0
"156815",5.93750001862645,228.625,28.5625,136.875,0
"156816",32.7500000596046,248.25,84.5625,34.4375,0
"156817",9.68750019092113,304.625,16.1875,69.5,0
"156818",16.4374999701977,282.375,8.375,92.8125,0
"156819",33.1249998882413,336.0625,11.4375,19.375,0
"156820",59.0625002980232,297.5,0,43.4375,0
"156821",31.6250000149012,340.875,9.875,17.625,0
"156822",184.062495082617,177,4.125,34.8125,0
"156823",36.6874989122152,313.75,22.3125,27.25,0
"156824",23.6250005662441,326.0625,1.625,48.6875,0
"156825",286.06249243021,74.4375,10.5,28.375,0.625
"156826",181.812501209788,192.0625,6.3125,19.5625,0.25
"156827",42.5624996423721,297.75,16.375,43.3125,0
"156828",14.9999999441206,345.1875,2.625,37.1875,0
"156829",9.43750003352761,342.25,5.4375,42.875,0
"156830",72.2500022500753,272.25,2.125,53.375,0
"156831",48.5000001266599,332.3125,5.4375,13,0.75
"156832",21.6250007040799,300.9375,10.125,61.1875,6.125
"156833",32.5000014156103,197.625,21.8125,89.875,58.1875
"156834",26.250000204891,265.8125,27.4375,78.75,1.75
"156835",11.5000000223517,331.3125,6.9375,50.25,0
"156836",17.1875001164153,344.25,10.4375,23.375,4.75
"156837",36.6249997168779,264.4375,15.0625,69,14.875
"156838",21.0624990984797,329.5,3.1875,34.5625,11.6875
"156839",136.56250461936,142.125,17.5,47.8125,56
"156840",36.187500692904,269.8125,1.625,62.4375,29.9375
"156841",38.2500007748604,293.4375,9.875,52.9375,5.5
"156842",29.0624991059303,244.5,40.75,76.75,8.9375
"156843",66.6874973103404,219.1875,52.875,61.25,0
"156844",359.999996423721,0,14.9554896142433,25.0445103857567,0
"156845",181.562495231628,146.375,42,30.0625,0
"156846",2.74999998509884,345.8125,26.9375,24.5,0
"156847",1.43750002607703,191.0625,76.5,131,0
"156848",5.81249995157123,160,165.4375,68.75,0
"156849",4.25000004470348,291.25,83.375,21.125,0
"156850",5.87499972898513,343.75,21.375,8.25,20.75
"156851",11.6249995888211,328.5625,0.4375,34.9375,24.4375
"156852",45.125000551343,305.5,1.9375,20.875,26.5625
"156853",41.5625005960464,299.875,0,32.1875,26.375
"156854",68.562501296401,280.4375,1.625,15.1875,34.1875
"156855",162.374994158745,165.3125,19.5,31,21.8125
"156856",132.624998316169,217.25,0,33.375,16.75
"156857",25.5624996498227,335.1875,6.25,33,0
"156858",20.3124996740371,331.9375,0,47.75,0
"156859",2.43749991059303,370.125,0,27.4375,0
"156860",38.3124996442348,312.125,3.625,45.9375,0
"156861",25.9999993257225,252,0,35,87
"156862",25.5000002682209,307.625,9,35.6875,22.1875
"156863",38.3749987930059,342.4375,0,19.1875,0
"156864",101.812499761581,203.875,3.5,89.6875,1.125
"156865",31.6249989904463,252.9375,17.25,98.1875,0
"156866",3.7499999627471,233.375,22.125,140.75,0
"156867",3.68750002235174,339.0625,5.375,51.875,0
"156868",10.6250003911555,240.1875,16.8125,132.375,0
"156869",12.4374998733401,297.5,16.1875,73.875,0
"156870",15.749999973923,280.875,12.6875,90.6875,0
"156871",6.12499979324639,283.875,32.25,77.75,0
"156872",21.9999996828847,308.0625,10.3125,59.625,0
"156873",44.8749989271164,245.1875,24.75,85.1875,0
"156874",10.5624996940605,321.4375,33.5625,34.4375,0
"156875",5.93750004190952,314.125,63.8125,16.125,0
"156876",0,327.25,45.625,27.125,0
"156877",0.812499970197678,331.3125,57.4375,10.4375,0
"156878",12.7499998547137,347.75,19.125,20.375,0
"156879",6.24999981373549,336.1875,25.875,31.6875,0
"156880",2.43750000372529,357.8125,21.125,18.625,0
"156881",11.1874997615814,289.8125,54.5,44.5,0
"156882",8.68749995715916,284.9375,102.9375,3.4375,0
"156883",3.74999997438863,347.5625,27.4375,21.25,0
"156884",11.3124998286366,360.4375,5.625,22.625,0
"156885",24.1249993443489,327.9375,37.9375,10,0
"156886",18.2500004768372,345.75,30.5,5.5,0
"156887",12.5624999403954,330.0625,30.5625,26.8125,0
"156888",2.24999999627471,332.875,22.3125,42.5625,0
"156889",6.62500003818423,365.125,2.3125,25.9375,0
"156890",8.49999986821786,375.5625,1.8125,14.125,0
"156891",27.375000086613,335.1875,23.3125,14.125,0
"156892",3.75000014901161,318.125,63.625,14.5,0
"156893",0.374999991618097,285.25,94.4375,19.9375,0
"156894",0.749999983236194,236.3125,141.8125,21.125,0
"156895",1.43750002607703,266.9375,48.6875,82.9375,0
"156896",2.25000008940697,87.4375,55.3125,255,0
"156897",0,38.9375,241.3125,119.75,0
"156898",0,28.125,55.6875,316.1875,0
"156899",0.87500000372529,4.9375,0,394.1875,0
"156900",0.937500037252903,212.375,101.4375,85.25,0
"156901",3.18749994039536,217.5,61.5,117.8125,0
"156902",14.4375002593733,247,105.0625,33.5,0
"156903",8.06249976158142,256.6875,65.1875,70.0625,0
"156904",5.62499988591298,140.1875,102.5625,151.625,0
"156905",5.25000002235174,239.375,137.125,18.25,0
"156906",2.00000000186265,352.8125,16.0625,29.125,0
"156907",2.31250002980232,304.5625,14.375,20,58.75
"157346",120.624997466803,62.125,0,20.25,197
"157347",31.4374997746199,315.125,0,53.4375,0
"157348",39.6249994635582,308.6875,3.8125,44,3.875
"157349",34.4374995678663,309.9375,1.625,54,0
"157350",59.6250005066395,291.5,11.75,37.125,0
"157351",194.562495499849,179.5625,6.1875,19.6875,0
"157352",279.937493056059,58.6875,8.25,52.75,0.375
"157353",191.374995559454,103,80.625,25,0
"157354",28.8124993443489,337.375,14.5,19.3125,0
"157355",6.74999989569187,367.5625,9.3125,16.375,0
"157356",5.18749989569187,286.9375,77,30.875,0
"157357",10.0624999031425,213.9375,136.375,39.625,0
"157358",3.18749994039536,163.5625,207.375,25.875,0
"157359",48.6875019967556,300.625,37.5625,13.125,0
"157360",31.3749995082617,162.875,115.625,89.4375,0.6875
"157361",29.3749995529652,164.0625,103.6875,101.3125,1.5625
"157362",5.31250014901161,165.6875,206.5625,22.4375,0
"157363",7.37499995157123,277.0625,93.4375,22.125,0
"157364",26.6875009983778,215.5,128.4375,29.375,0
"157365",200.825957208872,35.1115,154.75,9.3125,0
"157366",62.5625010579824,115.3125,144.1875,77.9375,0
"157367",66.6874997317791,90.6875,139.9375,102.6875,0
"157368",54.4374991208315,73.4375,256.0625,16.0625,0
"157369",77.4375021457672,115.1875,180.0625,25.3125,2
"157370",58.687499165535,58.5,89.1875,161.625,32
"157371",75.1250028610229,105.3125,180.75,38.8125,0
"157372",225.000001490116,0,152.313804923652,22.6861950763478,0
"157373",327.812498807907,0,59.2513927576602,12.9361072423398,0
"157374",257.125002145767,52.9375,54.9375,35,0
"157375",212.812495231628,27.5625,121.375,38.25,0
"157376",122.374998033047,141.75,100.6875,34.3125,0.875
"157377",225.750008225441,86.4375,60.3125,26.3125,1.1875
"157378",320.062494277954,0,63.2130872483221,5.53691275167785,11.1875
"157379",316.624993085861,0,71.3847845873786,11.9902154126214,0
"157380",349.687492847443,17.125,29.875,2.5625,0.75
"157381",231.875005364418,60.125,40.375,67.625,0
"157382",202.937499433756,0,159.079340802859,34.3581591971405,3.625
"157383",199.500001221895,115,66.6875,18.6875,0.125
"157384",278.999993205071,54.0625,48.625,15.25,3.0625
"157385",240.187501907349,125,33.5625,1.25,0
"157386",63.1249997764826,286.0625,41.5,9.3125,0
"157387",35.8750000596046,235.8125,117.0625,2.8125,8.4375
"157388",25.624999217689,257.125,115.125,2.125,0
"157389",36.3125002942979,273.9375,21.6875,68.0625,0
"157390",58.3749994635582,168.1875,143.375,30.0625,0
"157391",10.8749998733401,280.625,76.1875,32.3125,0
"157392",54.1249997913837,230.1875,75.3125,36.0625,4.3125
"157393",305.437499284744,31.5,11.4375,47.6875,3.9375
"157394",78.7499994039536,242.8125,48.9375,29.5,0
"157395",197.999995201826,157.625,30.0625,14.3125,0
"157396",359.999990463257,0,34.1565217391304,5.84347826086957,0
"157397",157.774989306927,120.225,90.0625,31.9375,0
"157398",73.8750010728836,189.4375,125.9375,10.75,0
"157399",29.9999993294477,235.8125,78.6875,55.5,0
"157400",19.8124998481944,174.6875,143.4375,62.0625,0
"157401",5.81249985843897,262.8125,108.5625,22.8125,0
"157402",2.62500001117587,202.25,187.3125,7.8125,0
"157403",13.6249997653067,223.75,120.6875,41.9375,0
"157404",16.3124995306134,325.9375,3.5625,53.75,0.4375
"157405",174.208047986031,183.792,1.625,40.375,0
"157406",192.375001311302,171.6875,0,35.9375,0
"157407",18.4999998658895,290.6875,2.75,88.0625,0
"157408",9.68749988824129,337.375,3.5,49.4375,0
"157409",23.4999994281679,324.5625,6.8125,45.125,0
"157410",13.812499481719,343.1875,0,43,0
"157411",11.5000002086163,354.8125,17.8125,15.875,0
"157412",23.1250001583248,303.8125,14.1875,58.875,0
"157413",19.2499998956919,278.75,20,82,0
"157414",5.12500014156103,350.375,19.875,24.625,0
"157415",0.249999994412065,378,7.125,14.625,0
"157416",287.937498092651,11.75,2,98.3125,0
"157417",360.000002384186,0,7.54301663747811,29.2694833625219,3.1875
"157418",97.6875007152557,197.375,41.8125,63.125,0
"157419",236.624994874001,122.3125,11.625,29.4375,0
"157420",64.6250009536743,244.4375,34.375,56.5625,0
"157421",42.9375002160668,241.0625,38.125,51.5,26.375
"157422",8.06249956367537,283.5625,59.0625,30.5625,18.75
"157423",7.62500003911555,284.4375,70.25,37.6875,0
"157424",0.68749999627471,284.5625,71.25,43.5,0
"157425",7.06249997019768,283.3125,90.8125,18.8125,0
"157426",9.37500037252903,115.4375,233.375,41.8125,0
"157427",8.81249979138374,180.625,159.6875,50.875,0
"157428",6.06249999254942,216.5,138.625,38.8125,0
"157429",2.75000008987263,330.625,43.625,23,0
"157430",19.0625000745058,302.875,53.4375,17.625,7
"157431",52.0000003278255,315.625,10.8125,21.5625,0
"157432",24.2499995976686,274.9375,28.5,72.3125,0
"157433",5.12499986216426,356.3125,15.25,23.3125,0
"157434",13.1874998798594,336.75,12.3125,37.75,0
"157435",0,359.875,8.6875,31.4375,0
"157436",6.43749982118607,354.4375,13.125,26,0
"157437",11.2500000745058,344.9375,18.625,25.1875,0
"157438",27.1250014193356,309.0625,26.625,37.1875,0
"157439",180.56249525398,170.125,15.5,33.8125,0
"157440",17.5624998286366,269.4375,47.9375,65.0625,0
"157441",13.4375001303852,227.5625,61.4375,97.5625,0
"157442",1.18749998509884,320.3125,67.125,11.375,0
"157443",23.0624997289851,244.375,112.3125,18.25,2
"157444",37.8125000745058,271.375,38.5,52.3125,0
"157445",18.6250003986061,218.375,53.625,109.375,0
"157446",14.2500004731119,330.4375,26.125,29.1875,0
"157447",27.1875006146729,159,97.9375,19.625,96.25
"157448",8.43750014901161,245.5,101.5,26.4375,18.125
"157449",2.37500006332994,224.5,112.6875,60.4375,0
"157450",3.125,266.8125,69.625,60.4375,0
"157451",10.3124998509884,362.1875,23.4375,4.0625,0
"157452",12.2500002384186,342.5,13.3125,31.9375,0
"157453",14.5625003846362,319.9375,36.3125,29.1875,0
"157454",279.87499833107,41.5,23.375,55.25,0
"157455",42.9999995976686,318.375,5.3125,33.3125,0
"157456",13.3750000968575,368.0625,1.375,17.1875,0
"157457",11.9375000707805,362.1875,11.375,14.5,0
"157458",11.8125003762543,336.1875,8.0625,43.9375,0
"157459",30.8125000447035,329.9375,2.75,36.5,0
"157460",10.9374998137355,371.5625,3.625,13.875,0
"157461",12.5000000931323,317.875,7.3125,62.3125,0
"157462",4.24999995157123,308.75,1.875,85.125,0
"157463",6.49999994784594,365.9375,7.4375,20.125,0
"157464",3.68749997578561,357.0625,4.625,34.625,0
"157465",11.1874999478459,274.5625,37.5,76.75,0
"157466",5.8750000782311,319.25,24.625,50.25,0
"157467",5.3124999627471,337.8125,32.5,24.375,0
"157468",11.1875002505258,305.625,6.8125,76.375,0
"157469",7.12500000372529,360.75,5,27.125,0
"157470",26.1249995324761,326.75,3.75,43.375,0
"157471",43.8750006258488,314.0625,1.875,40.1875,0
"157472",114.999997988343,266,2.125,16.875,0
"157473",8.0624999362044,331.3125,14.75,45.875,0
"157474",71.374998986721,293.625,0.625,34.375,0
"157475",51.4999992214143,319.0625,2.0625,27.375,0
"157476",17.4374997615814,307.5625,39.75,35.25,0
"157477",12.6249998807907,253.625,118.6875,15.0625,0
"157478",5.3124998928979,253.375,82.8125,58.5,0
"157479",9.81250014156103,333.8125,15.6875,40.6875,0
"157480",21.6249994933605,323.125,22.5625,32.6875,0
"157481",6.99999989010394,383.125,0,9.875,0
"157482",10.1250000298023,351.4375,15.5625,22.875,0
"157483",34.1249998658895,291.6875,1.3125,72.875,0
"157484",34.8749995231628,280.125,11.875,68.0625,5.0625
"157485",9.99999977648258,301.5625,53.25,35.1875,0
"157486",17.2499999403954,306.1875,37.9375,38.625,0
"157487",13.6874999850988,281.25,37.625,67.4375,0
"157488",9.75000029429793,323.75,3.125,63.375,0
"157489",30.8750007301569,304.125,4.25,60.75,0
"157490",35.6875000521541,257.125,1,106.1875,0
"157491",66.0625007003546,280.5625,16.1875,37.1875,0
"157492",9.68749988824129,332.75,26.5,31.0625,0
"157493",39.3750008195639,261.875,59.5,39.25,0
"157494",9.06249997206032,342.375,24.1875,24.375,0
"157495",14.1249999403954,321.375,38,26.5,0
"157496",6.24999974388629,306.625,55.3125,30.9375,0.875
"157497",44.0624997019768,223,0,132.9375,0
"157498",22.2499996423721,266.375,27.6875,83.6875,0
"157499",3.93749992363155,42.375,275.1875,78.5,0
"157500",2.56250002421439,179.8125,164.125,53.5,0
"157501",10.8750000596046,347.375,13.4375,28.3125,0
"157502",4.25000004470348,360.375,0,33.875,1.5
"157503",26.0624998249114,324.375,10.875,35.5,3.1875
"157504",25.4999997094274,351.25,2.0625,19.625,1.5625
"157505",124.125002790242,216.625,7.1875,42.25,9.8125
"157506",202.562507148832,122.625,6.375,21.6875,46.75
"157507",24.8125003417954,292.1875,6.25,26.0625,50.6875
"157508",29.4999989913777,282,0.875,24.125,63.5
