new2kid,ghg,rec,flooding,totn,totp,hectares_chg
82203,0,0,0,0,0,0
82204,0,0,0,0,0,0
82205,17725.6544432957,0,860.638957399402,720.4242565357,176.019494969637,18
82206,202362.8968603,0,538.801032189049,1232.57195590046,270.350516468972,16
82207,0,0,0,0,0,0
82208,1596849.23006665,0,582.748808846778,40123.6202315829,7902.81417587712,206.5
82209,4614745.09399193,0,1467.95345301649,65833.5724190033,13028.1919058952,307.125
82210,7454984.26984361,0,935.795106365654,73901.7488539853,14712.7494259557,298.5625
82211,8864662.766276,0,7769.75188031159,79338.8134130383,15969.4267639701,377.4375
82212,4177354.43735964,0,34061.8626783535,72033.2346344436,14597.9697656177,314.1875
82213,3949034.84114388,0,102395.90807316,56291.1084898989,10951.509435554,341.5625
82214,5666087.11233808,0,141495.870139133,12763.7133826236,2459.47686224696,371.75
82215,6735185.28245141,0,153235.70871505,570.952945509967,123.71159493303,382.875
82216,2985683.77341091,0,164251.574821304,475.583465172207,102.480454198953,351.3125
82217,3277101.14477795,0,165630.562586972,394.300765856335,85.8634234060183,297.5625
82218,7930922.12905499,0,132865.325713747,464.767163522368,102.360208488304,301.3125
82219,5541931.64225536,0,177936.264773775,464.364105060237,101.531512385131,334.5625
82220,286739.152625181,0,53236.1763972946,42.9812588855364,9.22769886303518,74.4375
82221,166436.257100932,0,35359.9322908255,28.5354350142847,6.60682345041673,50.375
82222,48016.1156745022,0,10328.8926091708,6439.95676156087,1638.6108954803,28.1875
82223,39025.2955854252,0,9350.51824777066,8712.5166781364,2215.98456623875,39.5625
82224,11393.6921293668,0,265837.145833256,-9854.64928314512,-979.344363325708,10.6875
82225,373910.27787848,0,924545.521682544,-16871.5644190563,939.176295573366,159
82226,3171005.49346233,0,1140767.12961946,-18864.5414057877,1537.68759761757,229.375
82227,3398267.81488296,0,18667.1001020197,-44.1873365981564,-0.0960227228315665,137.75
82228,2171001.00705926,0,43516.2068441365,1227.03685467666,328.990625274135,80.375
82229,1313056.3444489,0,22024.0430045019,1295.12321491711,348.628674843348,49.25
82230,844598.841624897,0,6138.19351413902,3.64923842516273,0.986210438422503,34.4375
82231,688777.508633078,0,4153.0774593287,2.74640339975542,0.743807907098985,29.0625
82232,202803.244929155,0,0,0,0,8.5625
82233,132050.0044729,0,0,0,0,5.5625
82234,332890.757989197,0,0,0,0,13.4375
82235,455587.096343341,0,54608.6454931841,0,0,17.875
82236,2981471.06382206,0,170259.137637682,1200.52148334062,328.354855442417,109.6875
82237,3408525.87991764,0,112089.330440622,2006.77879760038,545.795987326376,139
82238,4253907.71281965,0,135321.403382067,2636.96722390056,715.174057046641,191.625
82239,1464436.43904273,0,45621.5554289628,1055.85752501263,275.817993890937,71.875
82240,2564326.70007992,0,3334.68824650534,3388.87295435868,681.286202366291,110.875
82241,3230712.41729523,0,0,4284.72801091499,854.458350843624,137.375
82242,3316139.00810143,0,46.1581180299999,4712.08662742779,945.10100042415,129.1875
82243,5175552.47770343,0,448.360607110599,19139.1432236842,3848.07485270033,191.75
82244,6288511.00857659,0,6748.53465467606,21223.9207164246,4322.23134355589,241
82245,5507255.6115253,0,35250.9477918496,-1114.34863217831,9.13096940855274,227.6875
82246,3391789.62647954,0,21523.0487250605,-1003.85576209456,-58.4016361386355,130.125
82247,3893079.83389867,0,18288.6485795369,-1717.98782427617,-105.893809200969,209.5625
82248,3259154.91747544,0,19584.1906079744,-1956.42530426443,-138.029311919083,187.375
82249,1512746.42039726,0,6107.3497771003,-976.316870942977,-76.1043523352318,60.3125
82250,1057343.44782103,0,10520.7791476417,-722.765275338122,-55.9378259930644,52.0625
