new2kid,ghg,rec,flooding,totn,totp,hectares_chg
87278,11426.5341627831,-39.1360873844341,9264.09392321857,17.4385922827429,3.85646756247907,15.56255
87279,3729.22752022915,0,2036.78251821629,236.528233334384,56.7426696050694,7.43755
87280,0,0,0,0,0,0
87281,294.026115841948,0,113.002469653095,21.0407310872914,5.03956652423564,0.625
87282,2149.73767069753,0,1059.84990677513,57.6036063577191,13.860175824281,4.31255
87283,0,0,0,0,0,0
87284,1529.43823163523,0,0,0,0,2.56255
87285,235.83123328381,-5641.37675663451,0,0,0,0.31255
87286,24016.541018253,-219209.950409777,0,0,0,19.31255
87287,165255.74947436,1783.54010867663,0,0,0,112.68755
87372,507574.806247683,0,76627.5193320077,0,0,340.5
87373,455415.031026705,0,68796.3161222242,0,0,304.75
87374,278480.388979168,0,19755.7672238523,0,0,188.43755
87375,293121.08224819,0,33079.0041578562,0,0,190.75
87376,332922.045377285,0,19216.7291276424,7582.55119769546,1847.55108715728,213.43755
87377,467558.140286477,0,9924.97531053399,19874.9880820416,4870.86153705249,308.93755
87378,495375.96023462,0,16645.7979091799,7196.69919676512,1799.19838201856,326.31255
87379,397444.326602837,0,16851.6227941518,2403.53131474098,625.872782697261,267.5
87380,160010.749446789,0,8389.3503665812,2578.63512852081,614.967348735263,113.31255
87381,250987.101506016,0,4117.90049761998,13552.2990347297,3034.68604815567,175.93755
87382,292416.875200018,0,2332.28872379615,18279.5456737345,4059.94614658225,200.06255
87383,332381.108906783,0,2663.5290857402,21296.8055021351,4696.18094193031,238.125
87384,215589.512036735,0,684.236173476903,17385.2189887129,3827.99889613915,153.625
87385,259836.571815507,0,1656.38781647725,20877.273312002,4613.94102037063,195.31255
87386,243548.94777801,0,1836.33170336303,20731.444095209,4591.49137773486,199.25
87387,100490.0443641,0,1196.60986148963,9843.11508683988,2076.98351208156,97.68755
87388,99719.7588925082,0,1252.1171018513,9703.10418387981,2020.90046806035,96.625
87389,123096.941242164,0,1572.59605889888,12223.3743069509,2545.58148113473,121.25
87390,16903.1654167648,0,312.016049975463,3624.61122617499,809.914541685273,21.43755
87391,336.521130936278,0,6.52260516085421,142.128284829213,33.3971817361865,0.43755
87392,0,0,0,0,0,0
87393,2270.92711139058,0,148.505372814249,4299.85577748527,1004.2556532018,9.06255
87394,-2726.8462020244,0,374.43678017281,17558.5609528512,4052.51377653013,26.18755
87395,-2162.67010526627,0,292.755466299105,5511.02916240482,1214.08732243464,14.68755
87396,-6846.89345872402,0,800.904584268525,10334.0663681686,2126.18947651908,36
