new2kid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"107384",149,240,12,2240,0,0,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107385",96,408,52,3400,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"107386",769,935,567,3270,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,108
"107387",25,1496,0,912,0,0,3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107388",612,497,0,3438,0,0,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,107
"107389",63,1201,0,1318,0,0,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107390",329,967,0,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
"107391",506,1812,0,3977,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"107392",549,1128,35,4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
"107393",129,1327,0,4751,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"107394",87,115,0,5478,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"107395",137,256,0,5601,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"107396",99,35,178,5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62
"107397",200,217,0,3946,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"107398",19,51,0,1378,0,0,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"107399",169,423,0,1189,0,0,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107400",367,149,0,4282,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"107401",286,0,1475,4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"107402",472,0,1685,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,203
"107403",627,63,1,3726,0,0,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"107404",555,49,167,3044,0,0,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"107405",405,0,1100,4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35
"107406",598,0,45,4270,0,0,528,0,0,665,0,0,0,0,0,0,0,0,0,0,294
"107407",1542,141,755,3912,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,32
"107408",27,0,1473,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,93
"107409",61,0,1611,4664,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,41
"107410",173,0,2801,3253,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,164
"107411",80,0,4200,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"107412",136,0,2176,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,274
"107413",259,0,1671,4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,152
"107414",222,0,1827,2525,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,555,1261
"107415",409,0,748,4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,942
"107416",539,0,1811,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1290
"107417",332,0,1234,4173,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,23,629
"107418",1367,0,500,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,348
"107419",804,0,321,5125,40,0,0,0,0,0,0,0,0,53,0,0,0,0,0,6,51
"107420",1649,0,322,4246,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,84
"107421",1175,0,2378,2246,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,24,518
"107422",453,0,1558,2710,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,282,1347
"107423",820,0,1215,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,977
"107424",750,0,965,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1076
"107425",861,0,1724,2280,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,54,1465
"107426",687,0,65,2163,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,100,3364
"107427",1856,0,153,3798,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,499
"107428",1350,0,33,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1323
"107429",206,0,328,4888,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,44,842
"107430",51,0,661,4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,816
"107431",1671,0,336,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,760
"107432",2021,0,883,2767,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
"107433",226,0,180,1245,960,0,0,0,0,0,0,0,0,0,0,0,0,0,428,150,3211
"107434",0,0,648,42,209,0,0,0,0,0,0,0,0,0,0,230,0,457,2203,1159,1452
"107435",93,0,157,0,21,0,0,0,0,0,0,0,0,110,0,183,0,0,2629,3096,111
"107436",258,0,1643,380,578,0,0,0,0,0,0,0,0,325,0,0,0,0,3158,31,27
"107437",921,0,1705,1561,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,173,31,699
"107438",372,0,1355,1824,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1164
"107439",369,0,2800,1200,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,395
"107440",259,0,2845,234,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,431
"107441",356,0,3339,1196,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,336
"107442",466,0,1299,1322,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2250
"107443",9,0,34,344,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,4666
"107444",243,0,0,0,481,0,0,0,0,0,0,0,0,12,0,0,0,0,70,2689,2905
"107445",20,0,166,0,263,0,0,0,0,0,0,0,0,353,0,0,0,18,2,3621,1957
"107446",12,0,0,0,162,0,0,0,0,0,0,0,0,0,0,19,0,1320,11,2044,2832
"107449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,1569,108,1116,2862
"107450",63,0,1897,119,0,0,0,0,0,0,0,0,0,0,0,1551,0,0,209,280,2281
"107451",326,0,4571,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,21,0,548
"107452",16,0,6109,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,106,31,25
"107453",32,0,3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,2239
"107454",485,0,4849,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,127,930
"107455",714,0,2245,211,68,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,2608
"107456",195,0,649,0,0,0,0,0,0,0,0,0,0,26,0,3325,0,92,0,63,2050
"107457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,2332,605,0,363
"107465",0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,3363,0,1546,0,1068,244
"107466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,1201,0,3281,1713
"107467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,4089,586
"107468",0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,28,0,1343,0,3651,895
"107469",23,0,0,780,0,0,0,0,0,0,0,0,0,0,0,125,0,1577,0,2054,1297
"107470",0,0,142,63,0,0,0,0,0,0,0,0,0,0,0,265,0,1736,14,1702,998
"107471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,1366,0,2162,159
"107472",0,0,104,166,0,0,0,0,0,0,0,0,0,0,0,597,0,1072,296,978,384
"107473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,956,15,867,865
"107488",242,0,51,592,0,0,0,0,0,0,0,0,0,11,0,422,0,2805,1164,600,160
"107489",565,0,554,2523,0,0,37,15,0,0,0,0,0,0,0,900,0,665,721,75,157
"107490",581,0,334,3470,0,0,87,0,0,0,0,0,0,0,0,109,0,925,762,42,90
"107491",1346,0,40,3381,0,0,0,0,0,0,0,0,0,0,0,265,0,411,591,10,356
"107492",1654,0,0,4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,172
"107493",1543,0,0,4636,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,79
"107494",1007,293,0,2557,0,0,2534,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"107495",357,695,0,2,0,0,4329,0,1017,0,0,0,0,0,0,0,0,0,0,0,0
"107496",1248,2206,0,41,0,0,2428,0,20,0,0,0,0,457,0,0,0,0,0,0,0
"107497",1930,1420,0,458,0,0,381,0,0,0,0,0,0,2211,0,0,0,0,0,0,0
"107498",1073,19,68,2870,0,0,167,0,0,0,0,0,0,1651,0,0,0,0,0,0,552
"107499",1745,0,35,2151,19,0,2357,0,0,53,0,0,0,0,0,0,0,0,0,0,40
"107500",1939,9,28,481,0,0,3524,0,397,0,0,0,0,0,0,0,0,0,0,0,22
"107501",1389,0,24,1783,0,0,2931,0,88,0,0,0,0,97,0,0,0,0,0,0,88
"107502",1406,20,16,1283,0,0,2938,0,626,0,0,10,0,10,0,0,0,0,0,0,91
"107503",204,0,0,1082,0,0,4992,0,102,0,0,0,0,0,0,0,0,0,0,0,20
"107504",9,0,0,0,0,0,6136,0,87,0,0,0,0,168,0,0,0,0,0,0,0
"107505",0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107506",196,754,0,110,0,0,5233,0,0,0,0,0,0,98,0,0,0,0,0,0,9
"107507",417,1686,0,0,0,0,2817,0,57,0,0,0,0,1423,0,0,0,0,0,0,0
"107508",1071,1417,0,575,0,0,872,0,264,0,0,0,0,2182,0,0,0,0,0,0,19
"107509",1740,1774,9,1309,0,0,679,0,56,0,0,12,0,726,0,0,0,0,0,17,78
"107510",676,0,0,1685,0,0,3990,0,0,0,0,26,0,0,0,0,0,0,0,0,23
"107511",275,0,0,4102,0,0,1958,0,0,0,0,0,0,11,0,0,0,0,0,0,54
"107512",698,0,0,4387,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,257
"107513",5,0,0,6,0,0,5215,0,1174,0,0,0,0,0,0,0,0,0,0,0,0
"107514",0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107515",0,0,0,0,0,0,3288,0,3112,0,0,0,0,0,0,0,0,0,0,0,0
"107516",0,0,0,0,0,0,2445,0,3955,0,0,0,0,0,0,0,0,0,0,0,0
"107517",0,0,0,0,0,0,5982,0,418,0,0,0,0,0,0,0,0,0,0,0,0
"107518",2,0,0,1948,0,0,4410,0,9,0,0,0,0,0,0,0,0,0,0,0,31
"107519",42,0,0,6280,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"107520",108,0,0,3447,0,0,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"107521",50,4,0,5768,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"107522",662,0,65,5564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,97
"107523",402,0,852,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,150
"107524",417,0,3170,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
"107525",162,0,5573,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
"107526",144,0,6126,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
"107527",681,0,5414,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"107528",466,0,5426,44,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,383
"107529",196,0,4572,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1330,8,257
"107531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,5020,0,0
"107533",82,0,4489,55,0,0,0,0,0,0,0,0,0,22,0,50,0,68,299,217,1118
"107534",279,0,5604,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
"107535",73,0,6219,31,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,47
"107536",375,0,3702,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
"107537",1226,63,938,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"107538",860,353,1313,3834,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"107539",128,0,8,2135,0,0,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"107540",391,984,0,935,0,0,4073,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"107541",825,1056,0,1769,0,0,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"107542",20,4245,0,235,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107543",6,3150,0,0,0,0,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107544",1774,347,0,2432,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"107545",766,79,0,1474,0,0,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"107546",62,0,0,302,0,0,6022,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"107547",25,153,0,226,0,0,5979,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"107548",10,1215,0,266,0,0,4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107549",9,3535,0,13,0,0,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107550",0,4170,0,0,0,0,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107551",0,5909,0,0,0,0,166,0,0,0,325,0,0,0,0,0,0,0,0,0,0
"107552",0,6262,0,0,0,0,134,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"107553",0,6378,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107554",0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107555",0,6300,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107556",0,6046,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107557",0,3225,0,3,0,0,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107558",343,60,0,1313,0,0,4633,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"107559",244,23,0,1925,0,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"107560",13,15,0,20,0,0,6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107561",0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107562",140,181,0,1934,0,0,4127,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"107563",0,5,0,0,0,0,6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107564",0,2843,0,0,0,0,3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107565",77,1684,0,325,0,0,4303,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"107566",831,503,0,2381,0,0,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"107567",214,1417,0,1239,0,0,3511,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"107568",1062,2704,197,2386,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"107569",725,451,0,2472,0,0,2118,0,145,0,0,0,0,0,0,0,0,0,0,0,489
"107570",37,2101,0,194,0,0,3965,0,103,0,0,0,0,0,0,0,0,0,0,0,0
"107571",56,1271,0,113,0,0,4826,0,131,0,0,0,0,0,0,0,0,0,0,0,3
"107572",0,4796,0,13,0,0,241,0,1341,0,0,0,0,0,0,0,0,0,0,0,9
"107573",0,1772,0,0,0,0,10,0,4618,0,0,0,0,0,0,0,0,0,0,0,0
"107574",0,0,0,0,0,0,455,0,5945,0,0,0,0,0,0,0,0,0,0,0,0
"107575",0,289,0,0,0,0,1048,0,4958,105,0,0,0,0,0,0,0,0,0,0,0
"107576",16,425,0,1022,0,0,1812,0,1,2407,0,0,0,690,0,0,0,0,0,0,27
"107577",47,489,0,2109,0,0,1190,0,0,2099,0,0,0,453,0,0,0,0,0,0,13
"107578",1028,234,594,2888,0,0,0,0,0,1071,0,0,0,382,0,0,0,0,0,0,203
"107579",2226,0,2901,1058,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,111
"107580",324,0,5309,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,158
"107581",1393,0,4521,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,279
"107582",226,0,703,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5406
"107583",2116,0,1969,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,853
"107584",600,0,4413,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1250
"107585",344,0,4140,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,1180
"107586",111,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,1356,3921
"107597",1213,0,4028,43,0,0,0,0,0,0,0,0,0,0,0,20,0,79,0,228,512
"107598",2454,0,2395,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"107599",842,0,4570,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,225
"107600",879,0,4679,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,438
"107601",815,0,3865,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
"107602",1795,230,3138,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"107603",607,0,4362,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460
"107604",294,0,5010,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,931
"107605",2715,98,1776,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,571
"107606",1399,19,3223,1584,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,55
"107607",833,0,3394,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
"107608",551,0,3445,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"107609",1254,72,1669,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"107610",990,344,2963,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,89
"107614",98,0,2632,298,0,0,0,0,0,0,0,0,0,0,0,2763,0,0,0,101,508
"107615",518,0,4436,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
"107616",361,0,4929,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
"107617",402,162,3973,1434,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,255
"107618",366,283,1087,4590,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"107619",812,203,1431,3358,0,0,0,0,452,50,0,0,0,33,0,0,0,0,0,0,61
"107620",457,76,2118,3277,0,0,284,0,11,61,0,0,0,0,0,0,0,0,0,0,116
"107621",248,39,5458,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45
"107622",257,0,5552,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
"107623",687,0,4816,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
"107624",602,0,4240,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46
"107625",452,0,3958,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
"107626",744,208,2528,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"107627",186,425,1440,3299,0,0,974,0,0,40,0,0,0,0,0,0,0,0,0,0,36
"107628",82,82,0,292,0,0,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"107629",52,96,0,0,0,0,3154,0,3098,0,0,0,0,0,0,0,0,0,0,0,0
"107630",0,0,0,0,0,0,17,0,5790,593,0,0,0,0,0,0,0,0,0,0,0
"107631",0,236,0,0,0,0,511,0,5653,0,0,0,0,0,0,0,0,0,0,0,0
"107632",0,41,0,0,0,0,86,0,6273,0,0,0,0,0,0,0,0,0,0,0,0
"107633",307,992,0,71,0,0,3970,0,1060,0,0,0,0,0,0,0,0,0,0,0,0
"107634",0,404,0,0,0,0,2093,0,3903,0,0,0,0,0,0,0,0,0,0,0,0
"107635",0,406,0,0,0,0,712,0,5282,0,0,0,0,0,0,0,0,0,0,0,0
"107636",0,93,0,0,0,0,5362,0,851,19,0,75,0,0,0,0,0,0,0,0,0
"107637",0,500,0,0,0,0,4908,0,786,0,0,206,0,0,0,0,0,0,0,0,0
"107638",0,0,0,0,0,0,354,0,3525,0,0,2521,0,0,0,0,0,0,0,0,0
"107639",0,0,0,0,0,0,0,0,6318,0,0,82,0,0,0,0,0,0,0,0,0
"107640",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107641",0,37,0,0,0,0,161,0,6181,0,0,0,0,21,0,0,0,0,0,0,0
"107642",0,455,0,0,0,0,2454,0,3491,0,0,0,0,0,0,0,0,0,0,0,0
"107643",0,1537,0,0,0,0,2125,0,2738,0,0,0,0,0,0,0,0,0,0,0,0
"107644",0,608,0,0,0,0,46,0,5746,0,0,0,0,0,0,0,0,0,0,0,0
"107645",0,43,0,0,0,0,272,0,6085,0,0,0,0,0,0,0,0,0,0,0,0
"107646",0,758,0,0,0,0,347,0,5252,43,0,0,0,0,0,0,0,0,0,0,0
"107647",0,1891,0,0,0,0,507,0,3993,9,0,0,0,0,0,0,0,0,0,0,0
"107648",0,3738,0,0,0,0,425,0,1881,356,0,0,0,0,0,0,0,0,0,0,0
"107649",0,40,0,0,0,0,7,0,6353,0,0,0,0,0,0,0,0,0,0,0,0
"107650",0,770,0,0,0,0,2395,0,2973,262,0,0,0,0,0,0,0,0,0,0,0
"107651",0,0,0,0,0,0,834,0,5566,0,0,0,0,0,0,0,0,0,0,0,0
"107652",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107653",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107654",0,1327,0,0,0,0,815,0,4258,0,0,0,0,0,0,0,0,0,0,0,0
"107655",0,438,0,0,0,0,1701,0,4261,0,0,0,0,0,0,0,0,0,0,0,0
"107656",0,282,0,0,0,0,1849,0,4269,0,0,0,0,0,0,0,0,0,0,0,0
"107657",0,470,0,0,0,0,1311,0,4602,17,0,0,0,0,0,0,0,0,0,0,0
"107658",0,853,0,0,0,0,215,0,5332,0,0,0,0,0,0,0,0,0,0,0,0
"107659",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107660",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107661",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107662",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107663",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107664",0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0,0
"107665",0,0,0,0,0,0,32,0,6368,0,0,0,0,0,0,0,0,0,0,0,0
"107666",0,2023,0,0,0,0,519,0,3858,0,0,0,0,0,0,0,0,0,0,0,0
"107667",47,1975,0,0,0,0,748,0,3630,0,0,0,0,0,0,0,0,0,0,0,0
"107668",726,1561,0,1338,0,0,1377,0,1378,0,0,0,0,0,0,0,0,0,0,0,20
"107669",473,740,0,3266,0,0,1211,0,628,0,0,0,0,0,0,0,0,0,0,0,82
"107670",78,2937,113,2171,0,0,153,0,917,0,0,0,0,0,0,0,0,0,0,0,31
"107671",1013,1911,94,3223,0,0,121,0,7,0,0,0,0,0,0,0,0,0,0,0,31
"107672",1790,120,603,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
"107673",554,5027,0,559,0,0,20,0,217,0,0,0,0,0,0,0,0,0,0,0,23
"107674",95,5381,2,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0
"107675",1491,1457,1761,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"107676",1352,2073,1447,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"107677",1353,1283,853,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
"107678",439,614,3866,1365,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,103
"107679",782,1173,1859,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
"107680",1006,2754,898,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"107681",820,1486,973,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,95
"107682",1140,1669,1334,2101,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,63,36
"107720",43,0,0,1278,0,0,0,0,0,4926,0,0,0,120,0,0,10,0,0,0,13
"107721",0,0,0,248,0,0,0,0,0,5610,3,0,0,539,0,0,0,0,0,0,0
"107722",0,0,0,2070,0,0,0,0,0,4078,0,0,0,252,0,0,0,0,0,0,0
"107723",0,3173,0,1500,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0
"107724",279,1127,0,4412,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,14
"107725",361,12,0,5781,0,0,0,0,0,47,180,0,0,0,0,0,0,0,0,0,19
"107726",0,21,0,5785,0,0,0,0,0,545,0,0,0,11,0,0,0,0,0,0,38
"107727",0,64,0,2887,0,0,0,0,0,93,3256,0,0,100,0,0,0,0,0,0,0
"107728",200,325,0,2971,0,0,0,0,0,21,2785,0,0,67,0,0,0,0,0,0,31
"107729",20,1264,0,62,0,0,0,0,0,294,4750,0,0,10,0,0,0,0,0,0,0
"107730",112,2160,0,4061,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,20
"107731",53,1679,0,980,0,0,0,0,0,29,3642,0,0,16,0,0,0,0,0,0,1
"107732",0,669,0,207,0,0,0,0,0,0,5524,0,0,0,0,0,0,0,0,0,0
"107733",0,1455,0,724,0,0,0,0,0,355,3866,0,0,0,0,0,0,0,0,0,0
"107734",65,1911,0,1771,0,0,0,0,0,1063,1590,0,0,0,0,0,0,0,0,0,0
"107735",17,3150,0,714,0,0,0,0,0,1472,1036,0,0,0,0,0,0,0,0,0,11
"107736",69,115,0,5632,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,60
"107746",20,0,0,4702,0,0,0,0,0,0,16,0,0,0,0,82,472,0,0,9,189
"107752",0,0,0,5451,0,0,0,0,0,557,17,0,0,0,0,0,123,2,0,15,24
"107753",0,0,0,2784,0,0,0,0,766,2246,595,0,0,0,0,0,0,0,0,0,9
"107754",0,0,0,3224,0,0,0,0,33,2244,899,0,0,0,0,0,0,0,0,0,0
"107755",0,0,0,4866,0,0,0,0,0,1133,166,0,0,199,0,0,0,0,0,0,36
"107756",0,0,0,3563,0,0,0,0,0,0,0,0,0,2837,0,0,0,0,0,0,0
"107757",0,0,0,4961,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,0,4
"107758",0,0,0,6367,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,14
"107759",64,0,0,5846,0,0,0,0,0,0,8,0,0,465,0,0,0,0,0,0,17
"107760",0,0,0,5129,0,0,0,0,0,0,1254,0,0,0,0,0,0,0,0,0,17
"107761",0,0,0,2754,0,0,0,0,0,0,3644,0,0,0,0,0,0,0,0,0,2
"107762",0,0,0,3315,0,0,0,0,0,27,3041,0,0,17,0,0,0,0,0,0,0
"107763",0,0,0,2407,0,0,0,0,0,120,2192,0,0,1681,0,0,0,0,0,0,0
