new2kid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"148310",189,0,3286,2363,235,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,237
"148311",120,0,2242,1199,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2687
"148312",175,0,3931,1671,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,288
"148313",461,0,5071,515,204,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,14,0
"148314",449,0,4954,646,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"148315",974,52,3070,1881,283,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,18,48
"148316",130,0,3560,1763,707,0,0,0,0,0,0,0,0,61,0,55,0,0,0,0,0,35,89
"148317",103,0,5176,998,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"148318",61,0,3148,2119,320,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,743
"148319",237,0,3969,1820,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"148320",214,0,4297,1569,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148321",208,0,4195,1761,174,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,42
"148322",82,0,4413,1722,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"148323",137,0,3865,1922,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148324",178,0,1602,3943,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"148325",439,0,4242,1507,152,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
"148326",251,0,5911,84,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"148327",634,50,3882,1539,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148328",340,0,2292,3374,215,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,6
"148329",887,211,3122,1864,177,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,129
"148330",193,0,1618,2514,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1443
"148331",270,0,290,1240,129,0,0,0,0,0,0,0,0,25,0,246,0,0,0,0,0,637,3563
"148332",239,0,3344,458,96,0,0,0,0,0,0,0,0,161,0,326,0,0,0,0,0,455,1321
"148333",41,0,5379,886,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"148334",207,15,4417,1585,13,0,0,0,0,0,0,0,0,110,0,26,0,0,0,0,0,14,13
"148335",94,0,2804,2950,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
"148336",139,0,653,2843,354,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,1617,538
"148337",57,0,2325,3640,182,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,38
"148338",104,0,3094,2831,14,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,110
"148339",86,0,2049,3558,146,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,242
"148340",56,0,3375,2680,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148341",73,0,2953,3013,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"148342",145,18,1911,4153,137,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,23,0
"148343",29,0,3147,2632,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,276
"148344",29,0,4166,1844,132,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,27,151
"148345",52,0,1993,4014,220,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,55,58
"148346",65,0,3564,2182,232,216,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,72,60
"148347",235,10,3241,1521,20,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1093
"148348",42,0,1496,1896,36,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2395
"148349",130,0,677,1543,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,3845
"148350",308,0,941,1562,0,368,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,339,2865
"148351",164,0,58,701,0,120,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1523,3796
"148352",53,0,0,434,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1690,4170
"148353",155,0,156,1753,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,461,3840
"148354",222,0,2416,988,409,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,673,1638
"148355",327,0,3568,1380,325,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,20,764
"148356",652,0,2621,1259,247,90,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,1338
"148357",650,130,1880,967,126,69,0,84,0,0,0,0,0,1007,0,192,0,0,0,0,0,201,1094
"148358",278,0,742,2600,135,155,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,97,2130
"148359",86,0,2653,2740,189,158,0,0,0,0,0,0,0,157,0,91,0,0,0,0,0,0,326
"148360",249,0,5348,740,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"148361",150,0,4912,930,222,0,0,0,0,0,0,0,0,13,0,64,0,0,0,0,0,0,109
"148362",124,0,3953,1910,119,54,0,0,0,0,0,0,0,161,0,32,0,0,0,0,0,11,36
"148363",51,0,3272,2002,377,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
"148364",372,0,4689,834,59,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,53
"148365",185,0,5192,462,235,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,125,138
"148366",351,0,1917,1003,353,178,0,0,0,34,0,0,0,0,0,35,0,0,0,0,0,69,2460
"148367",407,29,1689,1359,142,86,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,83,2572
"148368",292,0,425,1564,373,241,0,0,11,0,0,0,0,0,0,398,0,0,0,0,0,557,2539
"148369",64,0,48,144,3,34,0,0,0,13,0,0,0,0,0,62,0,0,0,0,0,2641,3391
"148370",132,0,0,541,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2348,3340
"148371",149,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,4564
"148372",12,0,98,791,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,252,5235
"148373",1480,29,2647,704,231,0,0,0,0,30,13,0,0,0,0,29,0,0,0,0,0,0,1237
"148374",632,30,4275,1037,327,0,0,0,0,39,0,0,0,0,0,13,0,0,0,0,0,0,47
"148375",1045,13,4795,278,159,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,10,80
"148376",819,555,3150,1018,279,0,0,52,0,15,0,0,0,125,0,0,0,0,0,0,0,0,387
"148377",125,7,3477,712,425,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1613
"148378",805,227,3865,1107,279,0,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,9,25
"148379",389,240,3272,200,245,0,0,0,0,47,0,0,0,248,0,0,0,0,0,0,0,266,1493
"148380",434,41,1780,564,180,0,0,0,0,62,112,0,0,123,0,148,0,0,0,0,0,466,2490
"148381",403,504,2844,414,153,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,1998
"148382",544,795,4021,658,130,0,0,0,0,64,21,0,0,92,0,0,0,0,0,0,0,35,40
"148383",104,188,3713,517,119,14,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,117,1565
"148384",432,181,3272,870,200,26,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,18,1379
"148385",633,7,4565,371,467,1,0,0,0,0,0,0,0,95,0,65,0,0,0,0,0,148,48
"148386",1220,14,3733,573,309,70,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,14
"148387",2427,612,2227,386,506,33,0,12,0,0,0,0,0,0,0,162,0,0,0,0,0,0,35
"148388",668,464,2748,2084,405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30
"148389",808,9,2780,919,57,111,0,0,0,0,0,0,0,17,0,41,0,0,0,0,0,253,1405
"148390",459,38,1707,667,99,88,0,0,0,0,8,0,0,0,0,22,0,0,0,0,0,932,2380
"148391",712,28,4830,466,18,145,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,12,131
"148392",625,9,5044,414,72,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"148393",744,0,5125,70,222,79,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,16
"148394",1181,28,4369,629,55,38,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,90
"148395",1044,0,4920,100,30,198,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0
"148396",130,0,5773,193,93,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148397",80,0,6145,109,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"148398",318,25,4747,747,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,507
"148399",310,20,4283,624,159,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,685
"148400",53,0,927,750,188,273,0,0,0,56,0,0,0,56,0,0,0,0,0,0,0,1665,2432
"148401",34,0,757,393,20,57,0,0,0,2,0,0,0,0,0,90,0,0,0,0,0,3217,1830
"148402",209,0,2266,611,125,398,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,820,1960
"148403",325,0,2716,1059,395,53,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,207,1597
"148404",601,28,4360,832,92,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
"148405",1073,0,2939,1983,177,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"148406",414,0,2900,1140,508,273,0,0,0,9,0,0,0,0,0,42,0,0,0,0,0,221,893
"148407",33,0,4980,746,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"148408",103,0,5566,621,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"148409",68,0,4770,1237,174,99,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,13,22
"148410",59,0,6008,160,57,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57
"148411",172,62,4143,668,551,0,0,0,10,0,0,0,0,0,0,249,0,0,0,0,0,162,383
"148412",137,0,4936,303,176,25,0,0,0,18,0,0,0,81,0,37,0,0,0,0,0,611,76
"148413",9,0,5748,380,50,185,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,21
"148414",508,54,4791,781,109,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8
"148415",76,0,4578,566,282,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861
"148416",453,780,4464,458,92,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"148417",91,44,5035,1097,32,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,60,24
"148418",16,7,4176,1587,70,0,0,0,0,0,0,0,0,0,17,45,0,0,0,0,0,38,444
"148419",361,47,3053,2450,93,135,0,0,0,0,0,0,0,0,193,48,0,0,0,0,0,0,20
"148420",421,0,3311,2351,115,74,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,7
"148421",214,0,5152,433,294,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,140
"148422",266,41,3459,1978,325,211,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,21,48
"148423",374,0,2842,1447,150,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,52,1504
"148424",519,102,2554,1055,114,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,54,1965
"148425",26,0,882,1205,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,3860
"148426",42,12,2121,1198,67,71,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,749,2040
"148427",86,14,2613,2160,21,91,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,201,1031
"148428",140,33,4466,962,16,214,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,541
"148429",117,136,4067,1868,129,59,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12
"148430",59,0,5149,1056,0,67,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,51
"148431",15,0,4888,1215,106,145,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22
"148432",0,69,3843,1761,321,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,244
"148433",186,229,3158,2284,350,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
"148434",110,0,4372,1856,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"148435",128,21,4192,1801,58,122,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,54
"148436",168,29,2914,3078,42,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148437",939,1012,2550,1405,305,4,0,0,0,44,16,0,0,0,0,125,0,0,0,0,0,0,0
"148438",422,293,3099,1761,245,525,0,0,0,0,39,0,0,0,0,2,0,0,0,0,0,0,14
"148439",1226,79,1535,2736,613,141,0,0,0,32,0,0,0,0,0,8,0,0,0,0,0,15,15
"148440",585,2753,1893,391,718,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,10,14
"148441",1067,640,1610,2450,505,43,0,63,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0
"148442",2469,29,1209,1822,490,178,75,4,0,12,50,0,0,0,0,51,0,0,0,0,0,0,11
"148443",1671,113,2031,1879,615,56,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"148444",506,2076,258,1030,526,0,0,141,0,1725,138,0,0,0,0,0,0,0,0,0,0,0,0
"148445",683,615,331,2300,776,0,0,124,0,726,833,0,0,0,0,0,0,0,0,0,0,12,0
"148446",470,583,138,3505,595,0,0,0,0,372,737,0,0,0,0,0,0,0,0,0,0,0,0
"148447",411,177,326,2556,2091,0,0,26,0,591,211,0,0,0,0,0,0,0,0,0,0,0,11
"148448",208,59,394,1774,3182,0,0,166,0,253,341,0,0,0,0,0,0,0,0,0,0,23,0
"148449",145,103,329,1091,2148,0,0,18,0,2091,402,0,0,44,0,0,0,0,0,0,0,0,29
"148450",427,646,316,980,1848,0,0,261,0,1377,304,241,0,0,0,0,0,0,0,0,0,0,0
"148451",516,1909,128,1168,1037,0,0,990,0,522,130,0,0,0,0,0,0,0,0,0,0,0,0
"148452",353,587,2400,1302,1666,0,0,0,0,47,21,0,0,0,0,24,0,0,0,0,0,0,0
"148453",274,136,2482,1872,1409,118,0,0,0,55,42,0,0,0,0,0,0,0,0,0,0,12,0
"148454",116,2,2673,3065,241,257,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0,0,9
"148455",371,0,1629,2857,340,160,0,0,0,133,86,0,0,7,0,10,0,0,0,0,0,0,807
"148456",356,0,2830,2906,140,30,0,18,0,32,14,0,0,0,0,0,0,0,0,0,0,15,59
"148457",28,0,2290,3730,211,78,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,38
"148458",536,283,2178,1717,149,0,0,0,0,838,680,0,0,0,0,0,0,0,0,0,0,0,19
"148459",1546,254,1233,2061,98,212,0,0,0,217,2,0,0,37,0,26,0,0,0,0,0,137,577
"148460",66,0,1000,796,11,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280,1072
"148461",0,0,344,258,946,123,0,0,0,0,0,0,0,47,0,56,0,0,0,0,0,3044,1582
"148462",0,0,0,13,719,120,0,0,0,0,0,0,0,139,31,92,0,743,0,82,0,2952,1509
"148800",0,0,0,248,1201,2371,0,0,0,21,1337,0,0,0,0,444,0,0,0,13,0,13,76
"148801",0,0,0,275,3201,65,0,0,116,264,1604,0,0,0,0,242,70,8,0,0,0,0,20
"148802",0,0,0,342,2254,0,0,31,29,203,754,12,0,0,29,33,140,23,0,0,0,0,48
"148891",50,0,330,149,36,0,0,22,0,0,36,0,0,24,0,0,0,0,0,268,0,729,2270
"148892",601,0,795,2853,197,196,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,745,974
"148893",476,0,2550,3007,235,99,0,22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"148894",617,0,2587,3065,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"148895",733,0,747,2543,0,184,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,511,1670
"148896",34,0,67,317,0,46,0,0,0,0,0,0,0,0,893,29,0,0,0,210,0,951,1605
"148899",449,0,163,1005,147,42,0,0,0,0,0,0,0,13,0,0,10,446,0,56,0,233,1918
"148900",649,13,114,721,82,42,0,0,0,23,101,0,0,0,0,0,0,0,0,0,0,774,3881
"148901",493,0,1030,792,0,345,0,0,0,0,0,0,0,45,0,0,45,126,0,150,31,1089,2254
"148903",56,0,2514,895,65,0,0,0,0,0,16,0,0,16,0,0,0,0,0,12,46,953,1827
"148904",816,0,3931,1404,12,216,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"148905",1853,17,2449,1620,8,291,0,0,0,0,0,0,0,38,0,10,0,0,0,0,0,50,64
"148906",3827,974,684,721,11,124,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,27
"148907",1845,1,1843,2212,128,235,0,0,0,0,16,0,0,23,0,0,0,0,0,0,0,32,65
"148908",465,0,2297,3312,129,113,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"148909",677,11,2680,2545,249,184,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"148910",1857,0,2755,1566,145,35,0,0,0,0,16,0,0,26,0,0,0,0,0,0,0,0,0
"148911",966,20,2740,2217,335,52,18,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,22
"148912",354,0,3415,2399,206,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"148913",667,0,3607,1722,36,263,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,68
"148914",111,0,3994,2072,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,201
"148915",717,0,2891,1357,579,106,0,0,0,11,18,0,0,34,0,0,0,0,0,0,0,12,675
"148916",450,3,2575,1894,97,72,0,0,0,0,35,0,0,0,0,138,0,0,0,0,0,155,981
"148917",510,0,5224,596,0,9,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,23
"148918",2007,0,4122,255,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148919",298,0,5210,727,34,54,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,29
"148920",258,23,5182,906,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148921",604,0,5554,238,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"148922",799,25,4937,562,25,14,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,13
"148923",921,13,2987,1009,956,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,369
"148924",907,9,4247,277,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,869
"148925",470,0,4078,806,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,331
"148926",510,24,3278,2055,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"148927",32,0,5243,1065,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"148928",1246,0,3221,1328,181,117,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,282
"148929",1438,27,2032,2461,298,0,0,0,0,11,20,0,0,9,0,8,0,0,0,0,0,0,96
"148930",648,1,1245,2341,734,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,24,1383
"148931",1066,194,1177,521,204,0,0,0,0,0,51,0,0,1042,0,22,0,0,0,0,0,340,1783
"148932",1237,104,1958,2253,265,204,0,0,0,0,28,0,0,48,0,80,0,0,0,0,0,18,205
"148933",1065,59,2159,1981,289,119,0,0,0,0,24,0,0,59,0,301,0,0,0,0,0,150,194
"148934",860,75,1824,2999,137,250,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,220
"148935",1627,7,1869,2233,66,105,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,435
"148936",1900,731,1790,1692,142,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31
"148937",1565,193,2974,1321,242,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,67
"148938",1216,80,1896,2232,529,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,429
"148939",1572,94,2307,1422,723,0,45,0,0,0,2,0,0,64,0,52,0,0,0,0,0,15,104
"148940",1278,0,1518,2087,501,84,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,31,738
"148941",365,0,4043,811,548,64,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,18,440
"148942",124,0,4075,1288,260,75,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,25,443
"148943",90,0,3637,1337,202,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1056
"148944",20,0,4453,1036,197,18,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,301,354
"148945",215,0,4467,651,333,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,714
"148946",107,0,3610,1373,208,288,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,577
"148947",117,0,4399,955,184,246,0,0,0,0,0,0,0,46,0,335,0,0,0,0,0,0,118
"148948",69,0,5908,406,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"148949",174,0,4706,1197,66,207,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,35
"148950",92,0,5148,822,64,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"148951",49,11,4333,1483,209,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
"148952",578,22,2270,1942,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1119
"148953",641,51,2246,2427,274,343,0,0,0,0,0,0,0,32,0,39,0,0,0,0,0,0,347
"148954",1396,52,4134,694,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
"148955",791,0,2521,2081,283,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
"148956",43,0,3800,2067,88,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"148957",292,102,3154,2189,195,395,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,24
"148958",135,0,4088,1726,259,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58
"148959",230,38,2951,1838,864,111,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,224,113
"148960",611,12,830,2463,50,298,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,402,1619
"148961",290,0,293,569,47,71,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1137,3984
"148962",166,0,1767,2722,212,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,31,1483
"148963",230,30,4188,1799,127,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13
"148964",62,0,4585,1246,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"148965",851,36,4630,652,186,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,12
"148966",376,0,4684,822,509,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"148967",410,0,3843,1533,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
"148968",285,0,1244,1762,239,0,0,0,0,0,0,0,0,33,0,29,0,0,0,0,0,672,2136
"148969",85,0,2308,2189,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,881
"148970",62,0,5507,605,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"148971",51,0,3105,2934,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,142
"148972",238,0,3657,2162,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"148973",25,0,3596,2663,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"148974",203,0,4590,1580,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148975",2,0,3636,2562,172,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13
"148976",37,0,3858,2348,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"148977",670,56,2811,2357,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"148978",89,0,3254,2858,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"148979",101,0,1790,4137,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"148980",95,0,2059,3243,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,240
"148981",288,0,2853,1602,781,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,55,638
"148982",77,0,3543,2561,58,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,77
"148983",104,0,3281,2516,69,0,0,0,0,0,0,0,0,42,0,26,0,0,0,0,0,189,173
"148984",33,0,2327,3733,96,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,71,103
"148985",69,0,1478,4424,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,161
"148986",90,0,876,3890,520,0,0,0,0,0,0,0,0,18,0,44,0,0,0,0,0,241,721
"148987",39,0,3097,2935,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
"148988",16,0,2421,3630,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"148989",521,0,2770,2777,242,0,0,0,0,0,9,0,0,0,0,57,0,0,0,0,0,0,24
"148990",221,0,3897,2004,73,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0
"148991",335,0,2911,2923,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38
"148992",49,0,3425,2660,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"148993",94,0,1867,3556,742,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,127
"148994",337,0,2924,2180,200,0,0,0,0,0,0,0,0,207,0,94,0,0,0,0,0,171,287
"148995",30,0,1786,3915,579,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148996",19,0,1915,4018,48,369,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22
"148997",18,0,2418,2356,0,429,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,36,1135
"148998",71,0,2870,2752,0,413,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,77,214
"148999",25,0,70,1312,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,3357
"149000",59,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,4584
"149001",182,0,0,776,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,3707,1685
"149002",115,0,0,296,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4442,1443
"149003",122,0,491,596,64,16,0,0,0,0,0,0,0,16,0,51,0,0,0,0,0,2457,2587
"149004",186,0,890,1276,128,77,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,49,3579
"149005",168,0,4442,694,14,44,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,249,621
